utc,gpst,gpst_datetime,x_TLE,y_TLE,z_TLE
2020-03-01 19:45:00,1267127118.0,2020-03-01 19:45:37,22518.332109056242,14370.661602550788,-1146.2025311494524
2020-03-01 19:50:00,1267127418.0,2020-03-01 19:50:37,22136.32443053154,14964.445027478097,-232.44014455496944
2020-03-01 19:55:00,1267127718.0,2020-03-01 19:55:37,21712.696831772275,15530.092380227261,681.7587813893642
2020-03-01 20:00:00,1267128018.0,2020-03-01 20:00:37,21248.16719873332,16066.483921040077,1594.6725890007963
2020-03-01 20:05:00,1267128318.0,2020-03-01 20:05:37,20743.532253831054,16572.54995001484,2504.5753182310477
2020-03-01 20:10:00,1267128618.0,2020-03-01 20:10:37,20199.66672795859,17047.273151251495,3409.7398172405324
2020-03-01 20:15:00,1267128918.0,2020-03-01 20:15:37,19617.522378710477,17489.69088105947,4308.440905874138
2020-03-01 20:20:00,1267129218.0,2020-03-01 20:20:37,18998.126851518085,17898.897393782416,5198.958587568407
2020-03-01 20:25:00,1267129518.0,2020-03-01 20:25:37,18342.582380685195,18274.04599856979,6079.581304769458
2020-03-01 20:30:00,1267129818.0,2020-03-01 20:30:37,17652.06432764651,18614.35114022203,6948.609232479692
2020-03-01 20:35:00,1267130118.0,2020-03-01 20:35:37,16927.81955415143,18919.090397058815,7804.357604083776
2020-03-01 20:40:00,1267130418.0,2020-03-01 20:40:37,16171.164628493652,19187.606388613676,8645.160063142488
2020-03-01 20:45:00,1267130718.0,2020-03-01 20:45:37,15383.483863378704,19419.308585838815,9469.3720343692
2020-03-01 20:50:00,1267131018.0,2020-03-01 20:50:37,14566.227184528232,19613.675016425772,10275.37410654997
2020-03-01 20:55:00,1267131318.0,2020-03-01 20:55:37,13720.907829675205,19770.25385780422,11061.575419714374
2020-03-01 21:00:00,1267131618.0,2020-03-01 21:00:37,12849.099878199355,19888.66491037899,11826.417048426792
2020-03-01 21:05:00,1267131918.0,2020-03-01 21:05:37,11952.435612285182,19968.600943610447,12568.375372651393
2020-03-01 21:10:00,1267132218.0,2020-03-01 21:10:37,11032.602711158284,20009.828907631632,13285.965427246021
2020-03-01 21:15:00,1267132518.0,2020-03-01 21:15:37,10091.34128065923,20012.191003235304,13977.744220773518
2020-03-01 21:20:00,1267132818.0,2020-03-01 21:20:37,9130.440721153029,19975.605603253454,14642.314013980773
2020-03-01 21:25:00,1267133118.0,2020-03-01 21:25:37,8151.736437532869,19900.068018595262,15278.325547998309
2020-03-01 21:30:00,1267133418.0,2020-03-01 21:30:37,7157.10639586392,19785.65110250589,15884.481212053499
2020-03-01 21:35:00,1267133718.0,2020-03-01 21:35:37,6148.467532015189,19632.50568695921,16459.538140277855
2020-03-01 21:40:00,1267134018.0,2020-03-01 21:40:37,5127.772018441774,19440.860845505926,17002.31122702795
2020-03-01 21:45:00,1267134318.0,2020-03-01 21:45:37,4097.003396100366,19211.023977357698,17511.676050029975
2020-03-01 21:50:00,1267134618.0,2020-03-01 21:50:37,3058.172579304512,18943.38070800587,17986.571690607154
2020-03-01 21:55:00,1267134918.0,2020-03-01 21:55:37,2013.31374213532,18638.394602239827,18426.003440262037
2020-03-01 22:00:00,1267135218.0,2020-03-01 22:00:37,964.480095829391,18296.60668605095,18829.045382958935
2020-03-01 22:05:00,1267135518.0,2020-03-01 22:05:37,-86.26043265635182,17918.634774575847,19194.842842594517
2020-03-01 22:10:00,1267135818.0,2020-03-01 22:10:37,-1136.8296099511433,17505.17260394505,19522.61468535563
2020-03-01 22:15:00,1267136118.0,2020-03-01 22:15:37,-2185.1433817743814,17056.9887656602,19811.655466942462
2020-03-01 22:20:00,1267136418.0,2020-03-01 22:20:37,-3229.1164222917223,16574.925442914282,20061.337414989364
2020-03-01 22:25:00,1267136718.0,2020-03-01 22:25:37,-4266.666734346824,16059.896949095253,20271.112237434976
2020-03-01 22:30:00,1267137018.0,2020-03-01 22:30:37,-5295.7202870244155,15512.888069566072,20440.512748088837
2020-03-01 22:35:00,1267137318.0,2020-03-01 22:35:37,-6314.215676496204,14934.952208748122,20569.1543011562
2020-03-01 22:40:00,1267137618.0,2020-03-01 22:40:37,-7320.108795612134,14327.209345012818,20656.736027427498
2020-03-01 22:45:00,1267137918.0,2020-03-01 22:45:37,-8311.377497489957,13690.843798012322,20703.04186458353
2020-03-01 22:50:00,1267138218.0,2020-03-01 22:50:37,-9286.026237809787,13027.101811941582,20707.941376402774
2020-03-01 22:55:00,1267138518.0,2020-03-01 22:55:37,-10242.090680584512,12337.288961150325,20671.390354878517
2020-03-01 23:00:00,1267138818.0,2020-03-01 23:00:37,-11177.642251901716,11622.767384190794,20593.431201069427
2020-03-01 23:05:00,1267139118.0,2020-03-01 23:05:37,-12090.792626173283,10884.952853648325,20474.193081091704
2020-03-01 23:10:00,1267139418.0,2020-03-01 23:10:37,-12979.698129488082,10125.311689881955,20313.891854651396
2020-03-01 23:15:00,1267139718.0,2020-03-01 23:15:37,-13842.564044835362,9345.357527598448,20112.829774491955
2020-03-01 23:20:00,1267140018.0,2020-03-01 23:20:37,-14677.64880422958,8546.647944939074,19871.394956132288
2020-03-01 23:25:00,1267140318.0,2020-03-01 23:25:37,-15483.26805312661,7730.780965467017,19590.060618290958
2020-03-01 23:30:00,1267140618.0,2020-03-01 23:30:37,-16257.79857297478,6899.391444093028,19269.384095417456
2020-03-01 23:35:00,1267140918.0,2020-03-01 23:35:37,-16999.68204828553,6054.147348569091,18910.00562478198
2020-03-01 23:40:00,1267141218.0,2020-03-01 23:40:37,-17707.428665241718,5196.745948702286,18512.646911595602
2020-03-01 23:45:00,1267141518.0,2020-03-01 23:45:37,-18379.620529572174,4328.909925894491,18078.10947663855
2020-03-01 23:50:00,1267141818.0,2020-03-01 23:50:37,-19014.914892216413,3452.383415986625,17607.272791854793
2020-03-01 23:55:00,1267142118.0,2020-03-01 23:55:37,-19612.047172161758,2568.9279986879733,17101.09221032281
2020-03-02 00:00:00,1267142418.0,2020-03-02 00:00:37,-20169.833766764237,1680.3186470842377,16560.596697920046
